City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Max Temp,Wind Speed,lng
244,natal,0,BR,1567121043,78,-5.81,75.2,6.93,-35.21
245,yaroslavl,0,RU,1567120905,93,57.63,59.0,6.71,39.89
246,dzerzhinsk,0,RU,1567121043,93,56.24,48.0,4.47,43.46
247,harper,40,US,1567121043,26,30.3,98.6,9.17,-99.24
248,comarapa,0,BO,1567121043,64,-17.91,62.8,4.0,-64.53
249,tautira,20,PF,1567121043,58,-17.73,86.0,6.93,-149.15
250,saryg-sep,0,RU,1567121043,74,51.49,52.36,3.02,95.55
251,komsomolskiy,100,RU,1567120385,90,67.55,37.78,10.98,63.78
252,yerbogachen,90,RU,1567121043,90,61.28,52.9,7.56,108.01
253,vardo,1,US,1567121044,36,39.62,80.6,9.17,-77.74
254,soyo,5,AO,1567121044,87,-6.13,72.34,11.77,12.37
255,ushuaia,75,AR,1567121044,86,-54.81,37.4,12.75,-68.31
256,los llanos de aridane,90,ES,1567120478,78,28.66,73.4,13.87,-17.92
257,manokwari,49,ID,1567120466,72,-0.87,78.82,3.11,134.08
258,banda aceh,100,ID,1567120785,79,5.56,82.42,21.92,95.32
259,duki,21,PK,1567121044,48,30.15,78.28,1.45,68.58
260,bahia blanca,0,AR,1567121045,37,-38.72,52.54,12.06,-62.27
261,saint george,0,GR,1567121045,64,39.45,68.0,0.96,22.34
262,hermanus,32,ZA,1567121045,95,-34.42,52.0,9.75,19.24
263,kupang,20,ID,1567121045,73,-10.16,69.8,9.17,123.6
264,bluff,43,AU,1567120350,46,-23.58,70.0,8.12,149.07
265,puerto cabezas,40,NI,1567121045,74,14.04,87.8,4.7,-83.39
266,lompoc,1,US,1567120855,57,34.64,86.0,17.22,-120.46
267,bereda,20,ES,1567121045,88,43.27,68.0,2.24,-7.54
268,north bend,90,US,1567121046,68,43.41,80.01,11.41,-124.22
269,turukhansk,95,RU,1567121046,94,65.8,45.52,7.07,87.96
270,boa vista,75,BR,1567120986,78,2.82,82.4,6.93,-60.67
271,chilia veche,1,UA,1567121046,82,45.41,68.0,1.12,29.29
272,kenai,90,US,1567121046,82,60.55,62.01,6.93,-151.26
273,haines junction,3,CA,1567121046,33,60.75,59.56,3.94,-137.51
274,san felipe,47,CL,1567121046,99,-32.75,60.01,1.01,-70.73
275,never,0,RU,1567121047,57,53.98,58.84,5.7,124.16
276,busselton,37,AU,1567120454,98,-33.64,52.0,28.63,115.35
277,evensk,100,RU,1567121047,72,61.92,52.72,4.07,159.24
278,sioux lookout,90,CA,1567120922,81,50.1,57.2,20.8,-91.92
279,rikitea,19,PF,1567121023,75,-23.12,70.36,24.74,-134.97
280,tiete,0,BR,1567121042,46,-23.1,72.0,5.82,-47.71
281,torbay,90,CA,1567121047,93,47.66,55.99,5.82,-52.73
282,myaundzha,100,RU,1567121047,91,63.05,39.22,4.07,147.18
283,umm kaddadah,100,SD,1567121047,65,13.6,75.76,9.53,26.69
284,homer,1,US,1567121047,82,59.64,62.01,9.17,-151.54
285,kotovo,5,RU,1567121047,80,50.32,52.18,9.19,44.8
286,lasa,20,CY,1567121048,73,34.92,82.4,6.93,32.53
287,rawson,86,AR,1567121000,39,-43.3,47.32,10.04,-65.11
288,torata,20,EC,1567121048,69,-3.6,89.6,4.7,-79.89
289,pryozerne,92,UA,1567121048,100,49.42,60.8,4.47,24.47
290,kasongo-lunda,91,CD,1567121048,89,-6.48,68.92,1.9,16.82
291,zdvinsk,17,RU,1567121049,91,54.7,59.74,16.89,78.67
292,shubarshi,93,KZ,1567121049,66,48.59,51.64,16.64,57.19
293,gushikawa,1,JP,1567121049,74,26.35,86.0,8.05,127.87
294,boyolangu,32,ID,1567121049,81,-8.09,71.08,6.11,111.9
295,champerico,75,MX,1567121049,62,16.38,84.2,13.87,-93.6
296,sobolevo,100,RU,1567121049,75,54.43,53.08,7.74,31.9
297,bathsheba,40,BB,1567120327,74,13.22,82.4,9.17,-59.52
298,narsaq,0,GL,1567121049,66,60.91,50.0,9.17,-46.05
299,cedar city,1,US,1567121050,22,37.68,89.6,8.05,-113.06
300,nevelsk,40,RU,1567121050,77,46.67,62.6,6.71,141.86
301,padang,98,ID,1567121050,84,-0.92,80.8,15.43,100.36
302,progreso,75,UY,1567121050,76,-34.68,55.99,6.93,-56.22
303,cidreira,33,BR,1567121050,69,-30.17,67.48,8.1,-50.22
304,comodoro rivadavia,40,AR,1567120476,37,-45.87,51.8,11.41,-67.48
305,pendleton,1,US,1567121051,54,34.65,87.8,1.7,-82.78
306,touros,20,BR,1567121051,78,-5.2,75.2,4.7,-35.46
307,provideniya,90,RU,1567121017,87,64.42,50.0,6.71,-173.23
308,begamganj,97,IN,1567121051,97,23.6,74.5,1.57,78.33
309,lagoa,0,PT,1567120474,69,37.14,73.4,4.7,-8.45
310,arenapolis,100,BR,1567121051,27,-14.45,86.38,2.24,-56.85
311,yantal,46,RU,1567121051,94,56.85,52.9,0.98,105.25
312,balabac,99,PH,1567121052,83,7.99,81.7,9.26,117.06
313,ostrovnoy,0,RU,1567121052,85,68.05,50.38,20.49,39.51
314,lokosovo,79,RU,1567121052,86,61.13,40.3,6.76,74.84
315,lexington park,1,US,1567121052,44,38.26,82.4,4.7,-76.45
316,kropotkin,0,RU,1567121052,33,45.43,64.0,14.03,40.58
317,kavieng,84,PG,1567121053,75,-2.57,82.6,1.23,150.8
318,agas,24,RO,1567121053,77,46.48,64.99,2.24,26.22
319,menongue,17,AO,1567121053,29,-14.66,59.74,1.95,17.68
320,tortoli,5,IT,1567121053,88,39.93,73.4,8.05,9.66
321,nailsea,97,GB,1567121053,82,51.43,62.6,8.05,-2.76
322,willowmore,59,ZA,1567121053,93,-33.3,37.96,1.9,23.49
323,zalesovo,77,RU,1567121054,81,54.0,64.6,11.03,84.74
324,puerto madero,0,AR,1567121054,55,-34.61,64.4,3.36,-58.36
325,port elizabeth,1,US,1567121054,39,39.31,80.6,8.05,-74.98
326,wajima,100,JP,1567121054,84,37.4,73.6,10.56,136.9
327,susanville,1,US,1567121054,22,40.42,87.8,16.11,-120.65
328,avarua,58,CK,1567120807,60,-21.21,75.2,10.29,-159.78
329,veraval,0,FR,1567121054,87,49.65,55.0,3.36,0.71
330,tongchuan,0,CN,1567120977,93,34.9,62.6,5.88,108.95
331,ko samui,20,TH,1567121055,78,9.54,80.6,6.93,99.94
332,vostok,100,RU,1567121030,81,46.45,64.42,3.2,135.83
333,santa cruz,0,BR,1567121055,65,-6.22,70.0,17.02,-36.02
334,vila velha,20,BR,1567121055,74,-3.71,79.0,10.29,-38.6
335,nyagan,0,RU,1567121055,91,62.14,36.16,4.54,65.43
336,muskegon,75,US,1567120987,65,43.23,77.0,20.8,-86.25
337,bourail,100,NC,1567121055,59,-21.57,70.72,4.41,165.5
338,monterey,1,US,1567121056,50,36.6,84.99,12.75,-121.89
339,pangkalanbuun,0,ID,1567121056,77,-2.68,75.58,5.88,111.62
340,nabire,90,ID,1567121056,95,-3.36,70.54,4.81,135.5
341,pevek,100,RU,1567121046,98,69.7,39.94,7.7,170.27
342,winnemucca,20,US,1567121056,15,40.97,96.8,14.99,-117.74
343,arraial do cabo,0,BR,1567121048,82,-22.97,68.0,12.75,-42.02
344,poum,79,MK,1567120467,48,41.28,61.54,2.66,20.71
345,porto novo,0,BR,1567121056,53,-23.68,71.6,4.7,-45.44
346,acapulco,75,MX,1567120808,74,16.86,87.8,9.17,-99.88
347,codrington,75,AU,1567121057,72,-28.95,64.99,8.05,153.24
348,havelock,75,US,1567121057,61,34.88,82.4,4.7,-76.9
349,mago,100,RU,1567121057,97,53.27,54.7,5.57,140.15
350,meulaboh,95,ID,1567121057,80,4.14,79.9,7.23,96.13
351,pisco,0,PE,1567120468,30,-13.71,71.6,12.75,-76.2
352,kavaratti,100,IN,1567121057,78,10.57,82.24,19.98,72.64
353,birjand,0,IR,1567121057,30,32.86,71.6,11.41,59.22
354,alofi,75,NU,1567120808,78,-19.06,75.2,14.99,-169.92
355,husavik,0,CA,1567121058,29,50.56,66.0,10.0,-96.99
356,tucurui,32,BR,1567120899,55,-3.77,80.26,1.54,-49.67
357,calama,0,CL,1567121058,9,-22.46,71.6,26.4,-68.93
358,lawang,79,ID,1567121058,82,-7.83,66.94,1.86,112.7
359,odoyev,56,RU,1567121058,75,53.94,50.92,3.29,36.69
360,chachapoyas,13,PE,1567121058,72,-6.23,54.52,4.41,-77.87
361,almaznyy,0,RU,1567121058,38,48.03,59.0,11.18,40.04
362,barber,20,US,1567121059,35,39.71,93.0,14.99,-121.84
363,port lincoln,0,AU,1567121059,54,-34.72,54.7,22.57,135.86
364,butaritari,77,KI,1567121044,70,3.07,84.4,8.52,172.79
365,bulungu,29,CD,1567121059,69,-4.54,77.92,3.56,18.6
366,mesaria,0,GR,1567121059,73,36.4,75.99,14.99,25.45
367,dovolnoye,29,RU,1567121059,91,54.5,61.72,16.08,79.67
368,gamba,99,CN,1567121059,65,28.28,41.74,2.37,88.52
369,kirakira,99,SB,1567121059,72,-10.46,82.96,4.21,161.92
370,vila franca do campo,20,PT,1567121060,83,37.72,71.01,5.82,-25.43
371,nikolskoye,0,RU,1567121060,76,59.7,57.2,2.24,30.79
372,garowe,98,SO,1567121060,61,8.41,75.94,25.61,48.48
373,fairbanks,90,US,1567120871,54,64.84,59.0,3.36,-147.72
374,coolum beach,7,AU,1567121060,76,-26.53,64.0,3.0,153.09
375,karasburg,0,NA,1567121060,69,-28.01,42.28,6.8,18.75
376,yinchuan,65,CN,1567121060,33,38.48,66.04,6.55,106.21
377,necochea,0,AR,1567121060,91,-38.55,42.01,7.29,-58.74
378,tomatlan,23,MX,1567121061,75,19.93,86.38,16.75,-105.25
379,murgab,40,TM,1567121061,40,37.5,69.8,2.26,61.97
380,portoferraio,0,IT,1567121061,94,42.81,78.01,4.7,10.31
381,maragogi,2,BR,1567121013,90,-9.01,65.32,2.21,-35.22
382,batagay-alyta,17,RU,1567121061,48,67.8,43.36,3.24,130.41
383,usvyaty,95,RU,1567121061,85,55.75,56.5,6.8,30.75
384,port alfred,66,ZA,1567121061,77,-33.59,55.99,3.0,26.89
385,palm city,40,PK,1567121061,88,33.58,84.99,6.93,73.11
386,ngunguru,32,NZ,1567121062,65,-35.62,58.66,7.49,174.5
387,morondava,0,MG,1567121062,53,-20.3,75.94,17.94,44.28
388,iwanai,96,JP,1567121062,69,42.97,72.16,1.41,140.51
389,verin,0,ES,1567121062,81,41.94,64.0,3.53,-7.44
390,san carlos de bariloche,40,AR,1567121062,90,-41.13,42.8,26.4,-71.31
391,glenwood springs,1,US,1567121062,15,39.55,87.8,14.99,-107.33
392,namibe,98,AO,1567121062,83,-15.19,62.62,8.95,12.15
393,bawku,38,GH,1567121063,91,11.06,74.68,3.62,-0.24
394,salinas,1,US,1567120920,56,36.67,87.01,11.41,-121.66
395,dzhebariki-khaya,79,RU,1567121063,77,62.22,59.2,1.83,135.8
396,bloemfontein,0,ZA,1567121063,32,-29.12,39.2,4.7,26.22
397,terra santa,25,BR,1567121063,50,-2.1,81.88,1.66,-56.49
398,buba,100,GW,1567121063,94,11.59,75.4,5.55,-14.99
399,bethanien,0,NA,1567121064,69,-26.5,36.88,2.3,17.16
400,mandurah,75,AU,1567121064,93,-32.55,57.99,23.04,115.7
401,zhigansk,87,RU,1567121064,45,66.77,57.58,2.06,123.37
402,bathurst,80,AU,1567121064,70,-33.42,52.0,8.01,149.58
403,riyadh,0,SA,1567121064,21,24.63,89.6,4.7,46.72
404,pingdu,0,CN,1567121064,82,36.79,81.0,2.24,119.95
405,mataura,97,NZ,1567121064,77,-46.19,48.99,10.0,168.86
406,clyde river,90,CA,1567121064,93,70.47,44.6,24.16,-68.59
407,atasu,46,KZ,1567121065,55,48.68,54.88,23.38,71.64
408,thiadiaye,40,SN,1567121065,88,14.42,80.6,2.24,-16.71
409,darhan,0,MN,1567121065,74,49.49,59.74,0.74,105.92
410,wagar,0,US,1567121065,55,31.44,91.0,5.5,-87.99
411,castro,75,CL,1567121065,76,-42.48,48.2,6.93,-73.76
412,batemans bay,58,AU,1567121065,72,-35.71,54.0,8.01,150.18
413,porciuncula,87,BR,1567121066,94,-20.96,58.3,2.68,-42.04
414,poltavka,62,RU,1567121066,94,54.36,53.08,2.39,71.76
415,aklavik,90,CA,1567121066,75,68.22,44.6,4.7,-135.01
416,sabang,100,PH,1567121066,89,13.8,78.01,3.0,121.11
417,ancud,75,CL,1567121066,76,-41.87,48.2,6.93,-73.83
418,saint-pierre,0,FR,1567121066,82,48.95,62.6,5.82,4.24
419,hobart,40,AU,1567120852,80,-42.88,50.0,10.29,147.33
420,kapaa,1,US,1567121067,59,22.08,89.6,8.05,-159.32
421,nuuk,40,GL,1567121067,37,64.17,50.0,10.29,-51.74
422,la ronge,75,CA,1567120776,51,55.1,62.6,12.75,-105.3
423,paamiut,34,GL,1567121067,54,61.99,48.76,5.79,-49.67
424,ixtapa,20,MX,1567121067,71,20.71,95.0,10.29,-105.21
425,mirnyy,0,RU,1567121067,83,56.57,50.38,3.71,36.46
426,spring valley,1,US,1567121021,65,41.33,82.4,12.75,-89.2
427,urrutia,27,HN,1567121067,81,14.74,73.42,4.65,-87.04
428,serro,74,BR,1567121068,95,-18.6,53.26,3.91,-43.38
429,praia da vitoria,40,PT,1567121068,93,38.73,66.2,8.95,-27.07
430,ondjiva,18,AO,1567121068,16,-17.07,61.9,8.01,15.73
431,fukue,75,JP,1567121068,94,35.03,78.01,3.36,136.69
432,san antero,40,CO,1567121068,66,9.38,89.6,13.87,-75.76
433,bethel,20,US,1567121068,52,60.79,64.4,8.05,-161.76
434,polunochnoye,87,RU,1567121068,95,60.87,33.28,5.48,60.43
435,pierre,1,US,1567121015,38,44.37,75.0,6.93,-100.35
436,ola,84,RU,1567121069,78,59.58,54.16,5.17,151.3
437,luderitz,0,NA,1567121069,62,-26.65,53.6,14.99,15.16
438,progress,79,RU,1567121069,80,49.74,64.78,2.46,129.68
439,ahipara,17,NZ,1567121069,91,-35.17,68.0,12.48,173.16
440,tipuani,44,BO,1567121069,82,-15.56,53.08,1.9,-68.02
441,college,75,US,1567121040,51,64.86,60.8,4.29,-147.8
442,kidal,26,ML,1567121059,41,18.44,89.98,6.33,1.41
443,saint-francois,0,FR,1567121070,82,46.42,62.6,2.01,3.91
444,palmer,0,AU,1567121070,61,-34.85,55.99,9.17,139.16
445,imbituba,20,BR,1567120962,88,-28.24,66.2,13.87,-48.67
446,iskateley,0,RU,1567121070,87,67.68,35.44,2.42,53.15
447,batsfjord,0,NO,1567121070,82,70.63,60.8,6.93,29.72
448,bilma,0,NE,1567121070,19,18.69,94.12,7.94,12.92
449,lebu,75,ET,1567121070,93,8.96,55.4,6.93,38.73
450,gizo,40,IL,1567121071,78,31.8,80.6,4.7,34.94
451,aksarka,100,RU,1567121034,79,66.56,43.54,7.54,67.8
452,cherskiy,100,RU,1567121071,93,68.75,37.6,13.2,161.3
453,rundu,0,NA,1567121071,23,-17.91,69.8,2.24,19.77
454,eyl,100,SO,1567121071,71,7.98,74.68,25.43,49.82
455,angoche,0,MZ,1567121071,92,-16.23,67.48,1.88,39.91
456,barrow,0,AR,1567121019,45,-38.31,47.5,8.72,-60.23
457,nong kung si,75,TH,1567121072,88,16.65,78.8,11.41,103.3
458,campoverde,40,EC,1567121072,58,-0.91,55.4,14.99,-78.62
459,puerto leguizamo,70,CO,1567121072,85,-0.19,73.6,2.26,-74.78
460,newport,95,GB,1567121072,82,51.59,63.0,8.05,-3.0
461,arsikere,7,IN,1567121072,90,13.31,67.66,2.8,76.26
462,mount isa,0,AU,1567121073,21,-20.73,62.6,11.41,139.49
463,milkovo,0,BG,1567121073,45,41.53,75.99,8.05,24.68
464,camacha,20,PT,1567121073,64,33.08,71.6,11.41,-16.33
465,nyurba,81,RU,1567121073,74,63.29,58.66,1.14,118.35
466,new norfolk,40,AU,1567121073,80,-42.78,51.01,10.29,147.06
467,letpadan,100,MM,1567121073,95,17.78,75.94,3.04,95.75
468,tura,66,RU,1567121074,70,64.27,49.3,3.94,100.22
469,tonantins,68,BR,1567121074,69,-2.86,79.54,0.4,-67.77
470,khatanga,9,RU,1567121074,79,71.98,52.54,7.96,102.47
471,mersing,100,MY,1567121074,90,2.43,76.48,3.06,103.84
472,aleksandrovsk-sakhalinskiy,100,RU,1567121074,85,50.9,60.1,3.36,142.16
473,santiago del estero,0,AR,1567121074,36,-27.8,70.36,13.13,-64.26
474,jalu,0,LY,1567121075,35,29.03,77.92,9.01,21.55
475,tutoia,0,BR,1567121075,74,-2.76,80.6,14.99,-42.27
476,elblag,0,PL,1567121075,82,54.15,68.0,3.36,19.41
477,boke,100,GN,1567121075,95,10.95,74.5,8.86,-14.28
478,port hardy,40,CA,1567121075,77,50.7,62.6,9.17,-127.42
479,carnarvon,0,ZA,1567121075,22,-30.97,43.0,5.06,22.13
480,serenje,0,ZM,1567121077,44,-13.23,60.64,7.81,30.22
481,xapuri,20,BR,1567121077,49,-10.65,93.2,3.36,-68.5
482,surt,0,LY,1567121017,77,31.21,80.44,15.37,16.59
483,black river,20,JM,1567121077,74,18.03,84.2,4.7,-77.85
484,aversa,75,IT,1567121078,94,40.97,81.0,3.36,14.2
485,terrace,20,CA,1567121078,36,54.52,75.2,11.41,-128.61
486,pangnirtung,90,CA,1567121078,33,66.15,57.2,18.34,-65.72
487,verona,59,IT,1567121078,73,45.44,79.0,2.24,10.99
488,savannah bight,20,HN,1567121079,78,16.45,83.86,10.69,-85.85
489,bekhtery,0,UA,1567121079,50,46.25,68.02,11.74,32.3
